통계표ID,통계표명,승인번호,기관코드,주기,시작연도,마지막연도,지역,연령대,대상,구분
DT_2019_165_1TM2041XX,학습-행동비율(학생),101052,101,5년,2019,2019,,,학생,
DT_2019_166_1TM2043XX,학습-학교급별 행동비율(학생),101052,101,5년,2019,2019,,,"행동비율,학생",학교급별
DT_2019_167_1TM2051XX,가정관리-행동비율(19세 이상),101052,101,5년,2019,2019,,19세 이상,가구,
DT_2019_168_1TM2053XX,가정관리-혼인상태별 행동비율(19세 이상),101052,101,5년,2019,2019,,19세 이상,행동비율,혼인상태별
DT_2019_169_1TM2071XX,가족 및 가구원 돌보기-행동비율(19세 이상),101052,101,5년,2019,2019,,19세 이상,"가구원,가족",
DT_2019_170_1TM2073XX,가족 및 가구원 돌보기-혼인상태별 행동비율(19세 이상),101052,101,5년,2019,2019,,19세 이상,"돌보기,혼인상태",혼인상태별
DT_2019_171_1TM2075XX,가족 및 가구원 돌보기-미취학자녀유무별 행동비율(19세 이상),101052,101,5년,2019,2019,,19세 이상,"미취학자녀유무,행동비율",미취학자녀유무별
DT_2019_172_1TM2097XX,자원봉사 및 무급연수-행동비율(10세 이상),101052,101,5년,2019,2019,,10세 이상,"자원봉사자,연수활동참가자",
DT_2019_173_1TM2098XX,교제 및 참여활동-행동비율(10세 이상),101052,101,5년,2019,2019,,10세 이상,교제및참여활동,
DT_2019_174_1TM2099XX,교제 및 참여활동-학생여부별 행동비율,101052,101,5년,2019,2019,,,학생,학생여부별
DT_2019_175_1TM2100XX,교제 및 참여활동-연령대별 행동비율,101052,101,5년,2019,2019,,,행동비율,연령대별
DT_2019_176_1TM2101XX,교제 및 참여활동-취업여부별 행동비율(15세 이상),101052,101,5년,2019,2019,,15세 이상,행동비율,취업여부별
DT_2019_177_1TM2102XX,교제 및 참여활동-혼인상태별 행동비율(19세 이상),101052,101,5년,2019,2019,,19세 이상,행동비율,혼인상태별
DT_2019_178_1TM2103XX,문화 및 여가활동-행동비율(10세 이상),101052,101,5년,2019,2019,,10세 이상,여가활동비율,문화및여가활동별
DT_2019_179_1TM2104XX,문화 및 여가활동-학생여부별 행동비율,101052,101,5년,2019,2019,,,행동비율,학생여부별
DT_2019_180_1TM2105XX,문화 및 여가활동-연령대별 행동비율,101052,101,5년,2019,2019,,,행동비율,연령대별
DT_2019_181_1TM2106XX,문화 및 여가활동-취업여부별 행동비율(15세 이상),101052,101,5년,2019,2019,,15세 이상,행동비율,취업여부별
DT_2019_182_1TM2107XX,문화 및 여가활동-혼인상태별 행동비율(19세 이상),101052,101,5년,2019,2019,,19세 이상,행동비율,혼인상태별
DT_2019_183_1TM2121XX,이동-행동 비율(10세 이상),101052,101,5년,2019,2019,,10세 이상,비율,
DT_2019_184_1TM2123XX,일 관련 이동-행동비율(15세 이상 취업자),101052,101,5년,2019,2019,,15세 이상,취업자,
DT_2019_185_1TM2124XX,"학습 관련 이동-행동비율(학생, 학교급별)",101052,101,5년,2019,2019,,,학생,학교급별
DT_2019_186_1TM21251XX,가정관리 관련 이동-행동비율(19세이상),101052,101,5년,2019,2019,,19세이상,"가정관리,이동행동비율",
DT_2019_187_1TM21252XX,가족 및 가구원 돌보기 관련 이동-행동비율(19세 이상),101052,101,5년,2019,2019,,19세 이상,"가구원,가족","돌봄대상별,활동주체별"
DT_2019_188_1TM2126XX,자원봉사 및 무급연수 관련 이동-행동비율(19세이상),101052,101,5년,2019,2019,,19세이상,"자원봉사,무급연수",
DT_2019_189_1TM2127XX,교제 및 참여활동 관련 이동-행동비율(19세 이상),101052,101,5년,2019,2019,,19세 이상,교제및참여활동비율,행동유형별
DT_2019_190_1TM2128XX,문화 및 여가활동 관련 이동-행동비율(19세 이상),101052,101,5년,2019,2019,,19세 이상,"문화및여가활동,이동행동비율",문화및여가활동별
DT_2019_191_1TM2129XX,시간대별 행동비율(10세 이상),101052,101,5년,2019,2019,,10세 이상,행동비율,시간대별
DT_1DV1001,소비자 기대 및 평가지수,101053,101,월,1998,2008,,,"소비자,기대및평가지수",
DT_1DV1002,소비자전망조사 개별지수,101053,101,월,1998,2008,,,"소비자,개별지수",분기별
DT_1B34E01,"사망원인(104항목)/성/연령(5세)별 사망자수, 사망률",101054,101,년,1983,2022,,,"사망자수,사망률","성별,연령별"
DT_1B34E02,사망원인(104항목)/성/월별 사망자수,101054,101,"월,년",1995,2022,,,사망자수,월별
DT_1B34E03,사망원인(104항목)/성/혼인상태별(15세이상) 사망자수,101054,101,년,1983,2022,,15세이상,사망자수,"성별,혼인상태별"
DT_1B34E04,사망원인(104항목)/성/교육정도별(15~64세) 사망자수,101054,101,년,1983,2022,,,사망자수,"성별,교육정도별"
DT_1B34E05,사망원인(103항목)/성/직업별(15~64세)(신) 사망자수(1993~2017),101054,101,년,1993,2017,,,사망자수,"성별,직업별,연령별"
DT_1B34E06,사망원인(103항목)/성/직업별(구) 사망자수(~1992),101054,101,년,1983,1992,,,사망자수,"성별,직업별"
DT_1B34E07,"사망원인(237항목)/성/연령(5세)별 사망자수, 사망률",101054,101,년,1983,2022,,,"사망자수,사망률","성별,연령별"
DT_1B34E08,"영아사망원인(67항목)/성/생존기간별 사망자수, 영아사망률(2005~)",101054,101,년,2005,2022,,,"영아사망원인,성,생존기간별사망자수,영아사망률","성별,생존기간별"
DT_1B34E09,사망원인(104항목)/성/시도별 사망자수,101054,101,년,1983,2022,,,사망자수,"성별,시도별"
DT_1B34E11,"시도/사망원인(104항목)/성/연령(5세)별/ 사망자수, 사망률(1996~)",101054,101,년,1996,2022,,,"사망자수,사망률","행정구역별,성별,연령별"
DT_1B34E12,시도/사망원인(104항목)/성별 연령표준화 사망률(1996~),101054,101,년,1996,2022,,,"사망원인,성별,연령표준화사망률","행정구역별,성별연령표준화"
DT_1B34E13,"시군구/사망원인(50항목)/성/ 사망자수, 사망률, 연령표준화 사망률(1998~)",101054,101,년,1998,2022,,,"사망원인,성,사망자수,사망률,연령표준화사망률","행정구역별,성별"
DT_1B34E17,성/월별 특정 사망원인(고의적 자해) 사망자 수,101054,101,월,2019,2024,,,특정사망원인사망자수,성월별
DT_1B34E18,성/연령별 특정 사망원인(고의적 자해) 사망자 수(분기별),101054,101,분기,2022,2024,,,고의적자해사망자,"성연령별,분기별"
DT_1B34E19,시도별 특정 사망원인(고의적 자해) 사망자 수(분기별),101054,101,분기,2022,2024,,,고의적자해사망자,"행정구역별,분기별"
DT_1E5101,조직형태 및 운영중인 법인수,101055,101,년,2000,2014,,,법인수,조직형태별
DT_1E5201,운영주체 및 사업유형별 법인수-농업법인,101055,101,년,2000,2014,,,법인수,"운영주체별,사업유형별"
DT_1E5202,출자자수-농업법인,101055,101,년,2000,2014,,,"출자자수,농업법인",
DT_1E5203,출자자 규모별 법인수-농업법인,101055,101,년,2000,2014,,,"출자자,농업법인",출자자규모별
DT_1E5204,출자금-농업법인,101055,101,년,2000,2014,,,"출자금,농업법인",
DT_1E5205,출자금 규모별 법인수-농업법인,101055,101,년,2000,2014,,,법인수,출자금규모별
DT_1E5206,정부보조금 및 정부융자금-농업법인,101055,101,년,2000,2012,,,농업법인,"정부보조금별,정부융자금별"
DT_1E5207,종사자수-농업법인,101055,101,년,2000,2014,,,농업법인종사자수,농업법인별
DT_1E5208,상시 종사자 규모별 법인수-농업법인,101055,101,년,2000,2014,,,법인수,종사자규모별
DT_1E5209,사무실 사용여부-농업법인,101055,101,년,2000,2012,,,농업법인,사용여부별
DT_1E5210,경영 경지면적-농업법인,101055,101,년,2000,2014,,,경지면적,농업법인별
DT_1E5211,유형별 재배면적-농업법인,101055,101,년,2002,2014,,,"재배면적,농업법인",유형별
DT_1E5212,작물별 재배면적-농업법인,101055,101,년,2000,2014,,,재배면적,작물별
DT_1E5213,가축 사육 및 판매-농업법인,101055,101,년,2000,2014,,,"가축,농업법인",
DT_1E5214,농기계-농업법인,101055,101,년,2000,2012,,,"농기계,농업법인",
DT_1E5215,농업시설물-농업법인,101055,101,년,2000,2012,,,"농업시설물,농업법인",
DT_1E5216,판매액(매출액)-농업법인,101055,101,년,2000,2014,,,"농업법인,판매액,매출액",
DT_1E5217,재무제표 작성 법인수-농업법인,101055,101,년,2000,2014,,,농업법인,농업법인별
DT_1E5218,경영실태(법인당)-농업법인,101055,101,년,2000,2014,,,농업법인,경영실태별
DT_1E5219,"자산,부채,자본규모별 법인수-농업법인",101055,101,년,2000,2014,,,법인수,"자산,부채,자본규모별"
DT_1E5220,경영성과(법인당)-농업법인,101055,101,년,2000,2014,,,농업법인,
DT_1E5221,매출액 및 영업이익 규모별 법인수-농업법인,101055,101,년,2000,2014,,,법인수,규모별
DT_1E5301,운영주체 및 사업유형별 법인수-어업법인,101055,101,년,2000,2014,,,법인수,"운영주체별,사업유형별"
DT_1E5302,출자자수-어업법인,101055,101,년,2000,2014,,,출자자수,출자자수별
DT_1E5303,출자자 규모별 법인수-어업법인,101055,101,년,2000,2014,,,법인수,출자자규모별
DT_1E5304,출자금-어업법인,101055,101,년,2000,2014,,,"출자금,어업법인",
DT_1E5305,출자금 규모별 법인수-어업법인,101055,101,년,2000,2014,,,법인수,출자금규모별
DT_1E5306,정부보조금 및 정부융자금-어업법인,101055,101,년,2000,2012,,,"정부보조금,정부융자금,어업법인",지원형태별
DT_1E5307,종사자수-어업법인,101055,101,년,2000,2014,,,어업법인종사자수,어업법인별
DT_1E5308,상시 종사자 규모별 법인수-어업법인,101055,101,년,2000,2014,,,법인수,종사자규모별
DT_1E5309,사무실 사용여부-어업법인,101055,101,년,2000,2012,,,어업법인,사용여부별
DT_1E5310,보유 어선 현황-어업법인,101055,101,년,2000,2014,,,"어선,어업법인",보유어선수별
DT_1E5311,선령별 및 출어일수별 동력선수-어업법인,101055,101,년,2000,2014,,,"동력선수,어업법인","선령별,출어일수별"
DT_1E5312,양식장 시설면적-어업법인,101055,101,년,2000,2014,,,"양식장,어업법인",어업법인별
DT_1E5313,판매액(매출액)-어업법인,101055,101,년,2000,2014,,,어업법인,
DT_1E5314,재무제표 작성 법인수-어업법인,101055,101,년,2000,2014,,,어업법인,어업법인별
DT_1E5315,경영실태(법인당)-어업법인,101055,101,년,2000,2014,,,어업법인,
DT_1E5316,"자산,부채,자본규모별 법인수-어업법인",101055,101,년,2000,2014,,,법인수,"자산,부채,자본규모별"
DT_1E5317,경영성과(법인당)-어업법인,101055,101,년,2000,2014,,,어업법인,
DT_1E5318,매출액 및 영업이익 규모별 법인수-어업법인,101055,101,년,2000,2014,,,법인수,규모별
DT_1KE1001,온라인쇼핑몰 취급상품범위별 거래액,101056,101,"월,분기,년",2001,2017,,,거래액,취급상품범위별
DT_1KE1002,온라인쇼핑몰 운영형태별 거래액,101056,101,"월,분기,년",2001,2017,,,"온라인쇼핑몰,거래액",운영형태별
DT_1KE1004,온라인쇼핑몰 취급상품범위/상품군별 거래액,101056,101,"월,분기,년",2001,2017,,,"온라인쇼핑몰,상품군",상품군별
DT_1KE10041,온라인쇼핑몰 취급상품범위별/상품군별거래액,101056,101,"월,분기,년",2017,2024,,,"온라인쇼핑몰,거래액","취급상품범위별,상품군별"
DT_1KE1005,온라인쇼핑몰 운영형태/상품군별 거래액,101056,101,"월,분기,년",2001,2017,,,"운영형태,상품군별,거래액","운영형태별,상품군별"
DT_1KE10051,온라인쇼핑몰 운영형태별/상품군별거래액,101056,101,"월,분기,년",2017,2024,,,"운영형태,상품군거래액","운영형태별,상품군별"
DT_1KE1006,온라인쇼핑몰 거래액의 계절조정 계열,101056,101,월,2001,2017,,,온라인쇼핑몰거래액,분기별
DT_1KE1007,온라인쇼핑몰 판매매체별/상품군별 거래액,101056,101,"월,분기,년",2013,2017,,,"온라인쇼핑몰,상품군","판매매체별,상품군별"
DT_1KE10071,온라인쇼핑몰 판매매체별/상품군별거래액,101056,101,"월,분기,년",2017,2024,,,"온라인쇼핑몰,거래액","판매매체별,상품군별"
DT_1KE10081,지역별 / 상품군별 온라인쇼핑 해외직접판매액,101056,101,"분기,년",2014,2024,,,온라인쇼핑해외직접판매액,"지역별,상품군별"
DT_1KE1009,지역별 / 상품군별 온라인쇼핑 해외직접구매액,101056,101,"분기,년",2014,2024,,,온라인쇼핑해외직접구매액,"지역별,상품군별"
DT_1KE2001,거래주체별 전자상거래 규모,101059,101,"분기,년",2001,2014,,,전자상거래규모,거래주체별
DT_1KE2003,거래유형별 기업간 전자상거래 규모,101059,101,"분기,년",2001,2014,,,기업간전자상거래규모,거래유형별
DT_1KE2004,산업별 기업간 전자상거래규모,101059,101,"분기,년",2001,2014,,,기업간전자상거래규모,산업별
DT_1KE2005,거래주도형태별 기업간 전자상거래규모,101059,101,"분기,년",2001,2014,,,기업간전자상거래규모,거래주도형태별
DT_1KE2006,조달유형별 기업·정부간 전자상거래규모,101059,101,"분기,년",2001,2014,,,기업정부간전자상거래규모,조달유형별
DT_1BZ05011,가구주의 성/연령별 추계가구-전국,101062,101,년,2000,2052,,,"가구주,추계가구",가구주별
DT_1BZ05012,가구주의 성/연령/혼인상태별 추계가구-전국,101062,101,년,2000,2052,,,"가구주,가구","성별,연령별,혼인상태별"
DT_1BZ0502,가구주의 연령/가구유형별 추계가구-전국,101062,101,년,2000,2052,,,"가구주,가구",가구유형별
DT_1BZ0503,가구주의 연령/가구원수별 추계가구-전국,101062,101,년,2000,2052,,,"가구주,가구원수,가구","연령별,가구원수별"
DT_1BZ05041,가구주의 성/연령별 추계가구-시도,101062,101,년,2000,2050,,,추계가구,"가구주별,시도별"
DT_1BZ05042,가구주의 성/연령/혼인상태별 추계가구-시도,101062,101,년,2000,2050,,,"가구주,가구",가구주별
DT_1BZ0505,가구주의 연령/가구유형별 추계가구_시도,101062,101,년,2000,2050,,,"가구주,가구유형별가구","가구주연령별,가구유형별,시도별"
DT_1BZ0506,가구주의 연령/가구원수별 추계가구_시도,101062,101,년,2000,2050,,,"가구주,가구원수,추계가구","연령별,가구원수별,시도별"
DT_1EL101,"임가, 임가인구, 전·겸업 및 임업형태별 임가",101063,101,5년,2005,2005,,,"임가,임가인구,임업형태별임가","전겸업별,임업형태별"
DT_1EL102,전·겸업별 임가,101063,101,5년,2005,2005,,,임가,전겸업별
DT_1EL105,가구원수별 임가,101063,101,5년,2005,2005,,,임가,가구원수별
DT_1EL106,세대구성별 임가,101063,101,5년,2005,2005,,,임가,세대구성별
DT_1EL108,경영주 임업종사기간별 임가,101063,101,5년,2005,2005,,,임가,임업종사기간별
DT_1EL110,경영주 혼인상태 및 성별 임가,101063,101,5년,2005,2005,,,"경영주,성별","혼인상태별,성별"
DT_1EL111,경영주 연령 및 교육정도별 임가,101063,101,5년,2005,2005,,,임가,"경영주연령별,교육정도별"
DT_1EL112,임업형태별 임가,101063,101,5년,2005,2005,,,임가,임업형태별
DT_1EL1121,육림 작업별 임가,101063,101,5년,2005,2005,,,임가,작업별
DT_1EL1122,벌목면적 규모별 임가 및 벌목면적,101063,101,5년,2005,2005,,,"임가,벌목면적",규모별
DT_1EL1123,벌목량 규모별 임가 및 벌목량,101063,101,5년,2005,2005,,,"임가,벌목량",규모별
DT_1EL1124,묘포장면적 규모별 임가 및 묘포장면적,101063,101,5년,2005,2005,,,"임가,묘포장면적",규모별
DT_1EL1125,묘목재배본수별 임가 및 재배본수,101063,101,5년,2005,2005,,,"임가,재배본수",묘목재배본수별
DT_1EL1126,임산물 채취품목별 임가 및 채취량,101063,101,5년,2005,2005,,,"임산물,임가,채취량",채취품목별
DT_1EL1127,임산물 재배작물별 임가 및 재배면적,101063,101,5년,2005,2005,,,"임가,재배면적",재배작물별
DT_1EL113,임산물 판매금액별 임가,101063,101,5년,2005,2005,,,임가,판매금액별
DT_1EL114,임산물 판매처별 임가,101063,101,5년,2005,2005,,,임가,판매처별
DT_1EL1141,임산물 판매금액규모 및 판매처별 임가,101063,101,5년,2005,2005,,,"판매금액규모,임가",판매처별
DT_1EL115,정보화현황 및 자동차 보유현황별 임가,101063,101,5년,2005,2005,,,임가,자동차보유현황별
DT_1EL117,거처형태별 임가,101063,101,5년,2005,2005,,,임가,거처형태별
DT_1EL118,난방시설별  임가,101063,101,5년,2005,2005,,,임가,난방시설별
DT_1EL119,주거시설형태별 임가,101063,101,5년,2005,2005,,,임가,주거시설형태별
DT_1EL2012,연령계층 및 성별 임가인구(읍면동별),101063,101,5년,2005,2005,,,임가인구,"성별,연령계층별"
DT_1EL202,6세이상 교육정도별  임가인구,101063,101,5년,2005,2005,,6세이상,임가인구,교육정도별
DT_1EL203,15세이상 혼인상태 및 성별 임가인구,101063,101,5년,2005,2005,,15세이상,"혼인상태,성별,임가인구","혼인상태별,성별"
DT_1EL205,15세이상 임업종사기간 및 성별 임가인구,101063,101,5년,2005,2005,,15세이상,"임업종사기간,성별임가인구","성별,임업종사기간별"
DT_1EL301,버섯ㆍ열매 채취규모별 임가 및 채취량,101063,101,5년,2005,2005,,,"임가,채취량",채취규모별
DT_1EL302,산나물 채취규모별 임가 및 채취량,101063,101,5년,2005,2005,,,"임가,채취량",채취규모별
DT_1EL303,약용작물 채취규모별 임가 및 채취량,101063,101,5년,2005,2005,,,"임가,채취량",채취규모별
DT_1EL304,수액 채취규모별 임가 및 채취량,101063,101,5년,2005,2005,,,"임가,채취량",수액채취규모별
DT_1EL305,산나물 재배규모별 임가 및 재배면적,101063,101,5년,2005,2005,,,"임가,재배면적",재배규모별
DT_1EL306,약용작물 재배규모별 임가 및 재배면적,101063,101,5년,2005,2005,,,"임가,재배면적",재배규모별
DT_1EL307,관상작물 재배규모별 임가 및 재배면적,101063,101,5년,2005,2005,,,"임가,재배면적",재배규모별
DT_1EL308,밤나무 재배면적규모별 임가 및 재배면적,101063,101,5년,2005,2005,,,"임가,재배면적",재배면적규모별
DT_1EL309,호도나무 재배면적규모별 임가 및 재배면적,101063,101,5년,2005,2005,,,"임가,재배면적",재배면적규모별
DT_1EL310,대추나무 재배면적규모별 임가 및 재배면적,101063,101,5년,2005,2005,,,"임가,재배면적",재배면적규모별
DT_1EL311,떫은감 재배면적규모별 임가 및 재배면적,101063,101,5년,2005,2005,,,"임가,재배면적",재배면적규모별
DT_1EL312,잣나무 재배면적규모별 임가 및 재배면적,101063,101,5년,2005,2005,,,"임가,재배면적",재배면적규모별
DT_1EL313,은행나무 재배면적규모별 임가 및 재배면적,101063,101,5년,2005,2005,,,"임가,재배면적",재배면적규모별
DT_1EL314,복분자 재배면적규모별 임가 및 재배면적,101063,101,5년,2005,2005,,,"임가,재배면적",재배면적규모별
DT_1EL315,기타유실수 재배면적규모별 임가 및 재배면적,101063,101,5년,2005,2005,,,"임가,재배면적",재배면적규모별
DT_1EL316,표고버섯 재배면적규모별 임가 및 재배면적,101063,101,5년,2005,2005,,,"임가,재배면적",재배면적규모별
DT_1EL317,표고버섯 재배본수규모별 임가 및 재배본수,101063,101,5년,2005,2005,,,"임가,재배본수",재배본수규모별
DT_1B28014,출국국가/목적별 내국인 출국자(연간),101064,101,년,2000,2005,,,내국인출국자,"출국국가별,목적별"
DT_1B28021,"연령/체류자격별 외국인 입국자(월간, 연간)",101064,101,"월,년",2000,2024,,,외국인입국자,"연령별,체류자격별"
DT_1B28022,"성/국적별 외국인 국제이동(월간, 연간)",101064,101,"월,년",2000,2024,,,"외국인,국제이동",성국적별
DT_1B28023,"국적/체류자격별 외국인 입국자(월간, 연간)",101064,101,"월,년",2000,2024,,,외국인입국자,"국적별,체류자격별"
DT_1B28024,출입국 항구/내외국인/성별 국제이동(연간),101064,101,년,2000,2023,,,"항구,내외국인,성별","항구별,성별"
DT_1B28025,"내외국인/성/연령별 국제이동(월간, 연간)",101064,101,"월,년",2000,2024,,,국제이동,"내외국인별,성별,연령별"
DT_1B28026,내외국인/성/연령별 장기국제이동(연간),101064,101,년,2000,2022,,,장기국제이동,"내외국인별,성별,연령별"
DT_1EP0701,산업중분류별 주요지표,101066,101,년,2006,2010,,,주요지표,산업중분류별
DT_1EP0702,"산업중분류별, 종사자규모별, 자본금규모별 기업체수, 매출액",101066,101,년,2006,2010,,,"기업체수,매출액","산업중분류별,종사자규모별,자본금규모별"
DT_1EP0703,"산업중분류별, 창설연도별 기업체수",101066,101,년,2006,2010,,,기업체수,"산업중분류별,창설연도별"
DT_1EP0704,"산업중분류별, 기업내 조직별 사업체 보유수",101066,101,년,2006,2010,,,사업체,"산업중분류별,기업내조직별"
DT_1EP0705,"산업중분류별, 기업내 조직별 종사자수",101066,101,년,2006,2010,,,종사자수,"산업중분류별,기업내조직별"
DT_1EP0706,"산업중분류별, 자본금규모별 자산·부채·자본",101066,101,년,2006,2010,,,"자산,부채,자본","산업중분류별,자본금규모별"
DT_1EP0707,"산업중분류별, 자본금규모별 경영실적",101066,101,년,2006,2010,,,경영실적,"산업중분류별,자본금규모별"
DT_1EP0708,"산업중분류별, 사업형태별(겸업) 주요지표",101066,101,년,2006,2010,,,"사업체수,가구","산업중분류별,사업형태별,겸업"
DT_1EP0709,"산업대분류별, 기업내 세부업종별 매출액",101066,101,년,2006,2010,,,매출액,"산업별,기업내세부업종별"
DT_1EP0710,"산업중분류별, 자본금규모별 자회사·관련회사 보유기업체수",101066,101,년,2006,2010,,,자회사관련회사보유기업체수,"산업중분류별,자본금규모별"
DT_1EP0711,"산업대분류별, 자회사 업종별 자회사·관련회사 수",101066,101,년,2006,2010,,,"자회사,관련회사","산업대분류별,자회사업종별"
DT_1EP0712,"산업대분류별, 자회사 업종별 국외자회사·관련회사수",101066,101,년,2006,2010,,,국외자회사관련회사수,"산업대분류별,자회사업종별"
DT_1EP0713,"산업중분류별, 자본금규모별 자회사·관련회사 투자기업체수, 투자금액",101066,101,년,2006,2010,,,"자회사관련회사투자기업체수,투자금액","산업중분류별,자본금규모별"
DT_1EP0714,모회사 보유기업의 산업중분류별 주요지표,101066,101,년,2006,2010,,,보유기업,산업중분류별
DT_1EP0715,모회사 보유기업의 산업대분류별 모회사 세부업종별 기업체수,101066,101,년,2006,2010,,,기업체수,"산업대분류별,모회사세부업종별"
DT_1EP0716,외국자본기업의 산업중분류별 주요지표,101066,101,년,2006,2011,,,외국자본기업,산업중분류별
DT_1EP0717,"무역활동기업의 산업중분류별, 종사자규모별 주요지표",101066,101,년,2006,2010,,,"기업,산업,종사자,주요지표","산업중분류별,종사자규모별"
DT_1EP0718,"산업중분류별, 자본금규모별 외주기업체수, 외주비",101066,101,년,2006,2010,,,"외주기업체수,외주비","산업중분류별,자본금규모별"
DT_1EP0719,"산업중분류별, 종사자규모별 기업간 거래",101066,101,년,2006,2010,,,"기업간거래,종사자규모,산업중분류","산업중분류별,종사자규모별"
DT_1EP0720,"산업중분류별, 자본금규모별 기업간 거래",101066,101,년,2006,2010,,,기업,"산업중분류별,자본금규모별"
DT_1EP0721,"산업대분류별, 16개 시도별 주요지표",101066,101,년,2006,2010,,,주요지표,"산업별,행정구역별"
DT_1EP0722,"산업중분류별, 자본금규모별 연구개발 기업체수, 연구개발비",101066,101,년,2006,2010,,,"연구개발기업체수,연구개발비","산업중분류별,자본금규모별"
DT_1EP0723,"연구개발기업의 산업중분류별, 종사자규모별 주요지표",101066,101,년,2006,2010,,,"기업,산업,종사자규모,지표","산업중분류별,종사자규모별"
DT_1EP0724,산업중분류별 지적소유권 보유 및 활용건수,101066,101,년,2006,2010,,,지적소유권,산업중분류별
DT_1EP0725,산업중분류별 외부위탁 기업체수,101066,101,년,2006,2010,,,기업체수,산업중분류별
DT_1EP0726,산업중분류별 e-비즈니스 활용 기업체수,101066,101,년,2006,2010,,,기업체수,산업중분류별
DT_1EP0727,산업중분류별 프랜차이즈 기업체수,101066,101,년,2006,2010,,,프랜차이즈기업체수,산업중분류별
DT_1EP0728,산업중분류별 국외진출 기업체수,101066,101,년,2006,2010,,,기업체수,산업중분류별
DT_1EP0729,산업중분류별 신규사업진출 기업체수,101066,101,년,2006,2010,,,기업체수,산업중분류별
DT_1EP0730,산업중분류별 전략적제휴 기업체수,101066,101,년,2006,2010,,,전략적제휴기업체수,산업중분류별
DT_1EP0731,산업중분류별 성과보상관리제도 도입 기업체수,101066,101,년,2006,2010,,,기업체수,산업중분류별
DT_1EP0732,산업중분류별 매출액 당기순이익률별 기업체수,101066,101,년,2006,2010,,,기업체수,"산업중분류별,매출액당기순이익률별"
DT_1EP0733,"산업중분류별, 매출액 당기순이익률별 매출액",101066,101,년,2006,2010,,,"매출액,당기순이익률","산업중분류별,매출액당기순이익률별"
DT_1EP0734,"산업중분류별, 사업형태별(겸업) 기업체수, 매출액",101066,101,년,2006,2010,,,"기업체수,매출액","산업중분류별,사업형태별,겸업"
DT_1EP1001,산업중분류별 주요지표,101066,101,년,2010,2016,,,주요지표,산업중분류별
DT_1EP1002,"산업중분류별, 종사자규모별, 자본금규모별 기업체수, 매출액",101066,101,년,2010,2016,,,"기업체수,매출액","산업중분류별,종사자규모별,자본금규모별"
DT_1EP1003,"산업중분류별, 주식시장 상장형태별, 창설년도별 기업체수",101066,101,년,2010,2016,,,기업체수,"산업별,주식시장상장형태별,창설년도별"
DT_1EP1004,"산업중분류별, 기업내 조직별 사업체 보유수",101066,101,년,2010,2016,,,사업체,"산업중분류별,조직별"
DT_1EP1005,"산업중분류별, 기업내 조직별 종사자수",101066,101,년,2010,2016,,,종사자수,"산업중분류별,기업내조직별"
DT_1EP1006,"산업중분류별, 자본금규모별 자산·부채·자본",101066,101,년,2010,2016,,,"자산,부채,자본","산업중분류별,자본금규모별"
DT_1EP1007,"산업중분류별, 자본금규모별 경영실적",101066,101,년,2010,2016,,,경영실적,"산업중분류별,자본금규모별"
DT_1EP1008,"산업중분류별, 사업형태별(겸업) 주요지표",101066,101,년,2010,2016,,,사업체수,"산업중분류별,사업형태별"
DT_1EP1009,"산업대분류별, 기업내 세부업종별 매출액",101066,101,년,2010,2016,,,매출액,"산업별,기업내업종별"
DT_1EP1010,"산업중분류별, 자본금규모별 자회사·관련회사 보유기업체수",101066,101,년,2010,2016,,,자회사관련회사보유기업체수,"산업중분류별,자본금규모별"
DT_1EP1011,"산업대분류별, 자회사 업종별 자회사·관련회사 수",101066,101,년,2010,2016,,,"자회사,관련회사","산업대분류별,자회사업종별"
DT_1EP1012,"산업대분류별, 자회사 업종별 국외자회사·관련회사수",101066,101,년,2010,2016,,,국외자회사관련회사수,"산업대분류별,자회사업종별"
DT_1EP1013,"산업중분류별, 자본금규모별 자회사·관련회사 투자기업체수, 투자금액",101066,101,년,2010,2016,,,"자회사관련회사투자기업체수,투자금액","산업중분류별,자본금규모별"
DT_1EP1014,모회사 보유기업의 산업중분류별 주요지표,101066,101,년,2010,2016,,,보유기업,산업중분류별
DT_1EP1015,모회사 보유기업의 산업대분류별 모회사 세부업종별 기업체수,101066,101,년,2010,2016,,,기업체수,"산업대분류별,모회사세부업종별"
DT_1EP1016,외국자본기업의 산업중분류별 주요지표,101066,101,년,2010,2016,,,외국자본기업,산업중분류별
DT_1EP1017,"무역활동기업의 산업중분류별, 종사자규모별 주요지표",101066,101,년,2010,2016,,,"기업,지표","산업중분류별,종사자규모별"
DT_1EP1018,"산업중분류별, 자본금규모별 외주기업체수, 외주비",101066,101,년,2010,2016,,,"외주기업체수,외주비","산업중분류별,자본금규모별"
DT_1EP1019,"산업중분류별, 종사자규모별 기업간 거래",101066,101,년,2010,2016,,,"기업간거래,종사자규모,산업중분류","산업중분류별,종사자규모별"
DT_1EP1020,"산업중분류별, 자본금규모별 기업간 거래",101066,101,년,2010,2016,,,기업,"산업중분류별,자본금규모별"
DT_1EP1021,"산업대분류별, 17개 시도별 주요지표",101066,101,년,2010,2016,,,주요지표,"산업별,행정구역별"
DT_1EP1022,"산업중분류별, 자본금규모별 연구개발 기업체수, 연구개발비",101066,101,년,2010,2016,,,"연구개발기업체수,연구개발비","산업중분류별,자본금규모별"
